idx,AirQualityStation,img_path,s5p_path,date,NO2
144,rocklea,rocklea/S2B_MSIL2A_20190719T000249_N0213_R030_T56JMQ_20190719T015707.npy,rocklea/S5P_OFFL_L2__NO2____20190719.nc,19/07/2019,26.9724608
145,rocklea,rocklea/S2A_MSIL2A_20220817T000231_N0400_R030_T56JMQ_20220817T024900.npy,rocklea/S5P_OFFL_L2__NO2____20220817.nc,17/08/2022,27.99176892
146,rocklea,rocklea/S2B_MSIL2A_20190818T000249_N0213_R030_T56JMQ_20190818T015641.npy,rocklea/S5P_RPRO_L2__NO2____20190818.nc,18/08/2019,18.89640423
147,rocklea,rocklea/S2A_MSIL2A_20220823T235241_N0400_R130_T56JMQ_20220824T022604.npy,rocklea/S5P_OFFL_L2__NO2____20220823.nc,23/08/2022,9.016957001
148,rocklea,rocklea/S2A_MSIL2A_20190521T235251_N0212_R130_T56JMQ_20190522T014028.npy,rocklea/S5P_RPRO_L2__NO2____20190521.nc,21/05/2019,18.97481254
149,rocklea,rocklea/S2A_MSIL2A_20220608T000231_N0400_R030_T56JMQ_20220608T033607.npy,rocklea/S5P_RPRO_L2__NO2____20220608.nc,8/06/2022,4.499954889
150,rocklea,rocklea/S2A_MSIL2A_20230414T000221_N0509_R030_T56JMQ_20230414T024802.npy,rocklea/S5P_OFFL_L2__NO2____20230414.nc,14/04/2023,15.21803238
151,rocklea,rocklea/S2B_MSIL2A_20190219T000239_N0211_R030_T56JMQ_20190219T015436.npy,rocklea/S5P_RPRO_L2__NO2____20190219.nc,19/02/2019,14.81917178
152,rocklea,rocklea/S2A_MSIL2A_20220827T000231_N0400_R030_T56JMQ_20220827T031756.npy,rocklea/S5P_OFFL_L2__NO2____20220827.nc,27/08/2022,14.34872188
153,rocklea,rocklea/S2A_MSIL2A_20190819T235251_N0213_R130_T56JMQ_20190820T014338.npy,rocklea/S5P_OFFL_L2__NO2____20190819.nc,19/08/2019,8.672642248
154,rocklea,rocklea/S2B_MSIL2A_20201220T000239_N0214_R030_T56JMQ_20201220T015734.npy,rocklea/S5P_OFFL_L2__NO2____20201220.nc,20/12/2020,5.096539932
155,rocklea,rocklea/S2A_MSIL2A_20200704T235251_N0214_R130_T56JMQ_20200705T015226.npy,rocklea/S5P_OFFL_L2__NO2____20200704.nc,4/07/2020,4.155640136
156,rocklea,rocklea/S2B_MSIL2A_20220609T235239_N0400_R130_T56JMQ_20220610T012436.npy,rocklea/S5P_OFFL_L2__NO2____20220609.nc,9/06/2022,2.127252121
157,south_brisbane,south_brisbane/S2B_MSIL2A_20200828T235249_N0214_R130_T56JMQ_20200829T015907.npy,south_brisbane/S5P_OFFL_L2__NO2____20200828.nc,28/08/2020,40.45869121
158,south_brisbane,south_brisbane/S2A_MSIL2A_20230530T235231_N0509_R130_T56JMQ_20230531T022853.npy,south_brisbane/S5P_OFFL_L2__NO2____20230530.nc,30/05/2023,45.89954655
159,south_brisbane,south_brisbane/S2B_MSIL2A_20220530T235249_N0400_R130_T56JMQ_20220531T012325.npy,south_brisbane/S5P_OFFL_L2__NO2____20220530.nc,30/05/2022,29.16789366
160,south_brisbane,south_brisbane/S2A_MSIL2A_20230524T000221_N0509_R030_T56JMQ_20230524T034658.npy,south_brisbane/S5P_OFFL_L2__NO2____20230524.nc,24/05/2023,48.5177025
161,south_brisbane,south_brisbane/S2B_MSIL2A_20220709T235239_N0400_R130_T56JMQ_20220710T012102.npy,south_brisbane/S5P_RPRO_L2__NO2____20220709.nc,9/07/2022,37.24395024
162,south_brisbane,south_brisbane/S2B_MSIL2A_20230409T000229_N0509_R030_T56JMQ_20230409T013526.npy,south_brisbane/S5P_OFFL_L2__NO2____20230409.nc,9/04/2023,16.85437944
163,south_brisbane,south_brisbane/S2B_MSIL2A_20220818T235229_N0400_R130_T56JMQ_20220822T133125.npy,south_brisbane/S5P_OFFL_L2__NO2____20220818.nc,18/08/2022,41.94844922
164,south_brisbane,south_brisbane/S2A_MSIL2A_20221125T000221_N0400_R030_T56JMQ_20221125T024503.npy,south_brisbane/S5P_OFFL_L2__NO2____20221125.nc,25/11/2022,24.85543626
165,south_brisbane,south_brisbane/S2A_MSIL2A_20220807T000231_N0400_R030_T56JMQ_20220807T032358.npy,south_brisbane/S5P_OFFL_L2__NO2____20220807.nc,7/08/2022,27.20768575
166,south_brisbane,south_brisbane/S2B_MSIL2A_20230525T235239_N0509_R130_T56JMQ_20230526T011433.npy,south_brisbane/S5P_OFFL_L2__NO2____20230525.nc,25/05/2023,42.29958236
167,south_brisbane,south_brisbane/S2B_MSIL2A_20190406T235249_N0211_R130_T56JMQ_20190407T014744.npy,south_brisbane/S5P_OFFL_L2__NO2____20190406.nc,6/04/2019,20.6997955
168,south_brisbane,south_brisbane/S2B_MSIL2A_20230306T235239_N0509_R130_T56JMQ_20230307T011519.npy,south_brisbane/S5P_OFFL_L2__NO2____20230306.nc,6/03/2023,14.8089442
169,south_brisbane,south_brisbane/S2B_MSIL2A_20220209T235239_N0400_R130_T56JMQ_20220210T013105.npy,south_brisbane/S5P_OFFL_L2__NO2____20220209.nc,9/02/2022,21.24865372
170,south_brisbane,south_brisbane/S2A_MSIL2A_20230414T000221_N0509_R030_T56JMQ_20230414T024802.npy,south_brisbane/S5P_OFFL_L2__NO2____20230414.nc,14/04/2023,22.99068196
171,south_brisbane,south_brisbane/S2B_MSIL2A_20220410T235239_N0400_R130_T56JMQ_20220411T020918.npy,south_brisbane/S5P_RPRO_L2__NO2____20220410.nc,10/04/2022,16.07370547
172,south_brisbane,south_brisbane/S2B_MSIL2A_20190219T000239_N0211_R030_T56JMQ_20190219T015436.npy,south_brisbane/S5P_RPRO_L2__NO2____20190219.nc,19/02/2019,22.42477846
173,south_brisbane,south_brisbane/S2A_MSIL2A_20220827T000231_N0400_R030_T56JMQ_20220827T031756.npy,south_brisbane/S5P_OFFL_L2__NO2____20220827.nc,27/08/2022,22.26796183
174,south_brisbane,south_brisbane/S2A_MSIL2A_20190819T235251_N0213_R130_T56JMQ_20190820T014338.npy,south_brisbane/S5P_OFFL_L2__NO2____20190819.nc,19/08/2019,28.14858555
175,south_brisbane,south_brisbane/S2A_MSIL2A_20220208T000241_N0400_R030_T56JMQ_20220208T020113.npy,south_brisbane/S5P_OFFL_L2__NO2____20220208.nc,8/02/2022,18.97481254
176,south_brisbane,south_brisbane/S2B_MSIL2A_20201220T000239_N0214_R030_T56JMQ_20201220T015734.npy,south_brisbane/S5P_RPRO_L2__NO2____20201220.nc,20/12/2020,7.291973415
177,south_brisbane,south_brisbane/S2A_MSIL2A_20220708T000231_N0400_R030_T56JMQ_20220708T031158.npy,south_brisbane/S5P_RPRO_L2__NO2____20220708.nc,8/07/2022,24.77702795
178,south_brisbane,south_brisbane/S2B_MSIL2A_20220808T235239_N0400_R130_T56JMQ_20220809T012639.npy,south_brisbane/S5P_OFFL_L2__NO2____20220808.nc,8/08/2022,32.85308453
179,south_brisbane,south_brisbane/S2A_MSIL2A_20190405T000241_N0211_R030_T56JMQ_20190405T034247.npy,south_brisbane/S5P_OFFL_L2__NO2____20190405.nc,5/04/2019,19.28844581
180,south_brisbane,south_brisbane/S2B_MSIL2A_20220609T235239_N0400_R130_T56JMQ_20220610T012436.npy,south_brisbane/S5P_RPRO_L2__NO2____20220609.nc,9/06/2022,26.18155863
181,woolloongabba,woolloongabba/S2B_MSIL2A_20200828T235249_N0214_R130_T56JMQ_20200829T015907.npy,woolloongabba/S5P_OFFL_L2__NO2____20200828.nc,28/08/2020,32.14740968
182,woolloongabba,woolloongabba/S2A_MSIL2A_20230530T235231_N0509_R130_T56JMQ_20230531T022853.npy,woolloongabba/S5P_OFFL_L2__NO2____20230530.nc,30/05/2023,46.71772028
183,woolloongabba,woolloongabba/S2A_MSIL2A_20231226T235231_N0510_R130_T56JMQ_20231227T021750.npy,woolloongabba/S5P_OFFL_L2__NO2____20231226.nc,26/12/2023,18.0816402
184,woolloongabba,woolloongabba/S2B_MSIL2A_20220802T000229_N0400_R030_T56JMQ_20220802T013614.npy,woolloongabba/S5P_OFFL_L2__NO2____20220802.nc,2/08/2022,41.24277437
185,woolloongabba,woolloongabba/S2B_MSIL2A_20220331T235239_N0400_R130_T56JMQ_20220401T015112.npy,woolloongabba/S5P_OFFL_L2__NO2____20220331.nc,31/03/2022,25.44520317
186,woolloongabba,woolloongabba/S2A_MSIL2A_20220604T235251_N0400_R130_T56JMQ_20220605T023313.npy,woolloongabba/S5P_OFFL_L2__NO2____20220604.nc,4/06/2022,7.281745834
187,woolloongabba,woolloongabba/S2B_MSIL2A_20220709T235239_N0400_R130_T56JMQ_20220710T012102.npy,woolloongabba/S5P_RPRO_L2__NO2____20220709.nc,9/07/2022,31.04969325
188,woolloongabba,woolloongabba/S2A_MSIL2A_20211027T235251_N0301_R130_T56JMQ_20211028T014413.npy,woolloongabba/S5P_RPRO_L2__NO2____20211027.nc,27/10/2021,23.75771984
189,woolloongabba,woolloongabba/S2A_MSIL2A_20230410T235231_N0509_R130_T56JMQ_20230411T023352.npy,woolloongabba/S5P_OFFL_L2__NO2____20230410.nc,10/04/2023,18.65436026
190,woolloongabba,woolloongabba/S2B_MSIL2A_20230409T000229_N0509_R030_T56JMQ_20230409T013526.npy,woolloongabba/S5P_OFFL_L2__NO2____20230409.nc,9/04/2023,22.09069085
191,woolloongabba,woolloongabba/S2A_MSIL2A_20220813T235241_N0400_R130_T56JMQ_20220814T030801.npy,woolloongabba/S5P_OFFL_L2__NO2____20220813.nc,13/08/2022,25.48270279
192,woolloongabba,woolloongabba/S2A_MSIL2A_20210619T235251_N0300_R130_T56JMQ_20210620T015254.npy,woolloongabba/S5P_RPRO_L2__NO2____20210619.nc,19/06/2021,11.76124744
193,woolloongabba,woolloongabba/S2B_MSIL2A_20220818T235229_N0400_R130_T56JMQ_20220822T133125.npy,woolloongabba/S5P_OFFL_L2__NO2____20220818.nc,18/08/2022,47.35862304
194,woolloongabba,woolloongabba/S2A_MSIL2A_20221125T000221_N0400_R030_T56JMQ_20221125T024503.npy,woolloongabba/S5P_OFFL_L2__NO2____20221125.nc,25/11/2022,31.52014315
195,woolloongabba,woolloongabba/S2A_MSIL2A_20190724T000251_N0213_R030_T56JMQ_20190724T020100.npy,woolloongabba/S5P_OFFL_L2__NO2____20190724.nc,24/07/2019,40.38028289
196,woolloongabba,woolloongabba/S2A_MSIL2A_20230104T000221_N0509_R030_T56JMQ_20230104T024458.npy,woolloongabba/S5P_OFFL_L2__NO2____20230104.nc,4/01/2023,22.25432568
197,woolloongabba,woolloongabba/S2A_MSIL2A_20220807T000231_N0400_R030_T56JMQ_20220807T032358.npy,woolloongabba/S5P_OFFL_L2__NO2____20220807.nc,7/08/2022,19.05322086
198,woolloongabba,woolloongabba/S2B_MSIL2A_20211002T235249_N0301_R130_T56JMQ_20211003T013007.npy,woolloongabba/S5P_OFFL_L2__NO2____20211002.nc,2/10/2021,32.53945126
199,woolloongabba,woolloongabba/S2B_MSIL2A_20190605T235259_N0212_R130_T56JMQ_20190606T015010.npy,woolloongabba/S5P_RPRO_L2__NO2____20190605.nc,5/06/2019,33.55875937
200,woolloongabba,woolloongabba/S2B_MSIL2A_20190406T235249_N0211_R130_T56JMQ_20190407T014744.npy,woolloongabba/S5P_OFFL_L2__NO2____20190406.nc,6/04/2019,24.69861963
201,woolloongabba,woolloongabba/S2A_MSIL2A_20220718T000231_N0400_R030_T56JMQ_20220718T030659.npy,woolloongabba/S5P_OFFL_L2__NO2____20220718.nc,18/07/2022,46.33931493
202,woolloongabba,woolloongabba/S2A_MSIL2A_20221111T235231_N0400_R130_T56JMQ_20221112T022357.npy,woolloongabba/S5P_OFFL_L2__NO2____20221111.nc,11/11/2022,26.81564417
203,woolloongabba,woolloongabba/S2A_MSIL2A_20220823T235241_N0400_R130_T56JMQ_20220824T022604.npy,woolloongabba/S5P_OFFL_L2__NO2____20220823.nc,23/08/2022,30.03038514
204,woolloongabba,woolloongabba/S2B_MSIL2A_20220209T235239_N0400_R130_T56JMQ_20220210T013105.npy,woolloongabba/S5P_OFFL_L2__NO2____20220209.nc,9/02/2022,31.7553681
205,woolloongabba,woolloongabba/S2A_MSIL2A_20220827T000231_N0400_R030_T56JMQ_20220827T031756.npy,woolloongabba/S5P_OFFL_L2__NO2____20220827.nc,27/08/2022,28.3838105
206,woolloongabba,woolloongabba/S2A_MSIL2A_20190819T235251_N0213_R130_T56JMQ_20190820T014338.npy,woolloongabba/S5P_OFFL_L2__NO2____20190819.nc,19/08/2019,19.05322086
207,woolloongabba,woolloongabba/S2B_MSIL2A_20230505T235239_N0509_R130_T56JMQ_20230506T011911.npy,woolloongabba/S5P_OFFL_L2__NO2____20230505.nc,5/05/2023,43.77229483
208,woolloongabba,woolloongabba/S2B_MSIL2A_20201220T000239_N0214_R030_T56JMQ_20201220T015734.npy,woolloongabba/S5P_RPRO_L2__NO2____20201220.nc,20/12/2020,16.54415536
209,woolloongabba,woolloongabba/S2B_MSIL2A_20190426T235249_N0211_R130_T56JMQ_20190427T014316.npy,woolloongabba/S5P_RPRO_L2__NO2____20190426.nc,26/04/2019,31.67695978
210,woolloongabba,woolloongabba/S2A_MSIL2A_20220708T000231_N0400_R030_T56JMQ_20220708T031158.npy,woolloongabba/S5P_RPRO_L2__NO2____20220708.nc,8/07/2022,30.57924335
211,hopeland,hopeland/S2A_MSIL2A_20190813T000241_N0500_R030_T56JKR_20230507T195156.npy,hopeland/S5P_OFFL_L2__NO2____20190813.nc,13/08/2019,2.273840545
212,hopeland,hopeland/S2A_MSIL2A_20190607T001111_N0500_R073_T56JKR_20230605T161054.npy,hopeland/S5P_OFFL_L2__NO2____20190607.nc,7/06/2019,1.796262391
213,hopeland,hopeland/S2A_MSIL2A_20200512T001111_N0500_R073_T56JKR_20230402T164734.npy,hopeland/S5P_RPRO_L2__NO2____20200512.nc,12/05/2020,2.979515392
214,hopeland,hopeland/S2B_MSIL2A_20230509T000229_N0509_R030_T56JKR_20230509T012929.npy,hopeland/S5P_OFFL_L2__NO2____20230509.nc,9/05/2023,5.56358189
215,hopeland,hopeland/S2A_MSIL2A_20190528T001111_N0500_R073_T56JKR_20230618T164739.npy,hopeland/S5P_RPRO_L2__NO2____20190528.nc,28/05/2019,3.354512887
216,hopeland,hopeland/S2A_MSIL2A_20221029T001111_N0400_R073_T56JKR_20221029T030600.npy,hopeland/S5P_OFFL_L2__NO2____20221029.nc,29/10/2022,3.43632977
217,hopeland,hopeland/S2A_MSIL2A_20230107T001111_N0509_R073_T56JKR_20230107T024556.npy,hopeland/S5P_OFFL_L2__NO2____20230107.nc,7/01/2023,3.681782299
218,hopeland,hopeland/S2A_MSIL2A_20230524T000221_N0509_R030_T56JKR_20230524T034658.npy,hopeland/S5P_OFFL_L2__NO2____20230524.nc,24/05/2023,3.927234829
219,hopeland,hopeland/S2B_MSIL2A_20191119T001109_N0500_R073_T56JKR_20230611T222531.npy,hopeland/S5P_RPRO_L2__NO2____20191119.nc,19/11/2019,4.254504241
220,hopeland,hopeland/S2B_MSIL2A_20190719T000249_N9999_R030_T56JKR_20230511T105455.npy,hopeland/S5P_OFFL_L2__NO2____20190719.nc,19/07/2019,3.845416065
221,hopeland,hopeland/S2B_MSIL2A_20210909T001109_N0500_R073_T56JKR_20230111T161231.npy,hopeland/S5P_OFFL_L2__NO2____20210909.nc,9/09/2021,4.990859948
222,hopeland,hopeland/S2B_MSIL2A_20230102T001109_N0509_R073_T56JKR_20230102T014137.npy,hopeland/S5P_OFFL_L2__NO2____20230102.nc,2/01/2023,2.699974063
223,hopeland,hopeland/S2A_MSIL2A_20220817T000231_N0400_R030_T56JKR_20220817T024900.npy,hopeland/S5P_OFFL_L2__NO2____20220817.nc,17/08/2022,3.678061982
224,hopeland,hopeland/S2A_MSIL2A_20190915T001111_N0500_R073_T56JKR_20230502T043513.npy,hopeland/S5P_RPRO_L2__NO2____20190915.nc,15/09/2019,3.528374233
225,hopeland,hopeland/S2B_MSIL2A_20230422T001109_N0509_R073_T56JKR_20230422T014516.npy,hopeland/S5P_OFFL_L2__NO2____20230422.nc,22/04/2023,1.718163944
226,hopeland,hopeland/S2B_MSIL2A_20230512T001109_N0509_R073_T56JKR_20230512T033420.npy,hopeland/S5P_OFFL_L2__NO2____20230512.nc,12/05/2023,3.027243475
227,hopeland,hopeland/S2A_MSIL2A_20191214T001101_N0500_R073_T56JKR_20230609T002910.npy,hopeland/S5P_RPRO_L2__NO2____20191214.nc,14/12/2019,2.37270465
228,hopeland,hopeland/S2A_MSIL2A_20220608T000231_N0400_R030_T56JKR_20220608T033607.npy,hopeland/S5P_RPRO_L2__NO2____20220608.nc,8/06/2022,4.499954889
229,hopeland,hopeland/S2B_MSIL2A_20191219T001109_N0500_R073_T56JKR_20230607T160421.npy,hopeland/S5P_RPRO_L2__NO2____20191219.nc,19/12/2019,2.598674909
230,hopeland,hopeland/S2B_MSIL2A_20200805T001109_N0500_R073_T56JKR_20230316T085351.npy,hopeland/S5P_RPRO_L2__NO2____20200805.nc,5/08/2020,1.702580762
231,hopeland,hopeland/S2B_MSIL2A_20230529T000229_N0509_R030_T56JKR_20230529T013045.npy,hopeland/S5P_OFFL_L2__NO2____20230529.nc,29/05/2023,4.336321124
232,hopeland,hopeland/S2B_MSIL2A_20200914T001109_N0500_R073_T56JKR_20230311T065249.npy,hopeland/S5P_OFFL_L2__NO2____20200914.nc,14/09/2020,1.390894532
233,hopeland,hopeland/S2A_MSIL2A_20220211T001111_N0400_R073_T56JKR_20220211T022753.npy,hopeland/S5P_OFFL_L2__NO2____20220211.nc,11/02/2022,2.480554348
234,hopeland,hopeland/S2A_MSIL2A_20220807T000231_N0400_R030_T56JKR_20220807T032358.npy,hopeland/S5P_OFFL_L2__NO2____20220807.nc,7/08/2022,4.418138007
235,hopeland,hopeland/S2A_MSIL2A_20191121T000241_N0500_R030_T56JKR_20230611T234025.npy,hopeland/S5P_RPRO_L2__NO2____20191121.nc,21/11/2019,1.799982708
236,hopeland,hopeland/S2A_MSIL2A_20220708T000231_N0400_R030_T56JKR_20220708T031158.npy,hopeland/S5P_OFFL_L2__NO2____20220708.nc,8/07/2022,2.781790945
237,hopeland,hopeland/S2B_MSIL2A_20201123T001109_N0500_R073_T56JKR_20230304T110046.npy,hopeland/S5P_OFFL_L2__NO2____20201123.nc,23/11/2020,3.027243475
238,hopeland,hopeland/S2B_MSIL2A_20220114T000239_N0301_R030_T56JKR_20220114T014922.npy,hopeland/S5P_OFFL_L2__NO2____20220114.nc,14/01/2022,1.309077649
239,hopeland,hopeland/S2B_MSIL2A_20210830T001109_N0500_R073_T56JKR_20230309T161902.npy,hopeland/S5P_OFFL_L2__NO2____20210830.nc,30/08/2021,3.272694123
240,hopeland,hopeland/S2B_MSIL2A_20210211T001109_N0500_R073_T56JKR_20230529T112441.npy,hopeland/S5P_RPRO_L2__NO2____20210211.nc,11/02/2021,0
241,hopeland,hopeland/S2A_MSIL2A_20200412T001111_N0500_R073_T56JKR_20230406T085454.npy,hopeland/S5P_OFFL_L2__NO2____20200412.nc,12/04/2020,2.352249489
242,hopeland,hopeland/S2A_MSIL2A_20220711T001121_N0400_R073_T56JKR_20220711T033225.npy,hopeland/S5P_RPRO_L2__NO2____20220711.nc,11/07/2022,3.763599182
243,hopeland,hopeland/S2A_MSIL2A_20191224T001101_N0500_R073_T56JKR_20230608T063328.npy,hopeland/S5P_OFFL_L2__NO2____20191224.nc,24/12/2019,6.545390127
244,hopeland,hopeland/S2B_MSIL2A_20230522T001119_N0509_R073_T56JKR_20230522T014308.npy,hopeland/S5P_OFFL_L2__NO2____20230522.nc,22/05/2023,3.518146652
245,hopeland,hopeland/S2A_MSIL2A_20230527T001111_N0509_R073_T56JKR_20230527T030116.npy,hopeland/S5P_OFFL_L2__NO2____20230527.nc,27/05/2023,7.281745834
246,hopeland,hopeland/S2A_MSIL2A_20220919T001121_N0400_R073_T56JKR_20220919T030658.npy,hopeland/S5P_OFFL_L2__NO2____20220919.nc,19/09/2022,3.19087724
247,hopeland,hopeland/S2A_MSIL2A_20190912T000241_N0500_R030_T56JKR_20230501T211526.npy,hopeland/S5P_OFFL_L2__NO2____20190912.nc,12/09/2019,3.998824131
248,hopeland,hopeland/S2B_MSIL2A_20191020T001109_N0500_R073_T56JKR_20230703T233523.npy,hopeland/S5P_OFFL_L2__NO2____20191020.nc,20/10/2019,2.863607828
249,hopeland,hopeland/S2A_MSIL2A_20230603T000231_N0509_R030_T56JKR_20230603T040000.npy,hopeland/S5P_OFFL_L2__NO2____20230603.nc,3/06/2023,3.518146652
250,hopeland,hopeland/S2B_MSIL2A_20220623T000229_N0400_R030_T56JKR_20220623T014244.npy,hopeland/S5P_OFFL_L2__NO2____20220623.nc,23/06/2022,4.254504241
251,hopeland,hopeland/S2B_MSIL2A_20210728T000239_N0500_R030_T56JKR_20230123T125421.npy,hopeland/S5P_OFFL_L2__NO2____20210728.nc,28/07/2021,2.045435238
252,hopeland,hopeland/S2B_MSIL2A_20230611T001119_N0509_R073_T56JKR_20230611T013954.npy,hopeland/S5P_OFFL_L2__NO2____20230611.nc,11/06/2023,2.618155298
253,hopeland,hopeland/S2A_MSIL2A_20191114T001111_N0500_R073_T56JKR_20230611T232411.npy,hopeland/S5P_RPRO_L2__NO2____20191114.nc,14/11/2019,0.981808237
254,hopeland,hopeland/S2A_MSIL2A_20190826T001111_N0500_R073_T56JKR_20230501T010213.npy,hopeland/S5P_RPRO_L2__NO2____20190826.nc,26/08/2019,2.665883381
255,hopeland,hopeland/S2B_MSIL2A_20200606T001109_N0500_R073_T56JKR_20230403T072335.npy,hopeland/S5P_OFFL_L2__NO2____20200606.nc,6/06/2020,0.899991354
256,springwood,springwood/S2B_MSIL2A_20210724T235249_N0500_R130_T56JNQ_20230123T022009.npy,springwood/S5P_OFFL_L2__NO2____20210724.nc,24/07/2021,6.507889625
257,springwood,springwood/S2A_MSIL2A_20190803T000251_N0500_R030_T56JNQ_20230504T120401.npy,springwood/S5P_OFFL_L2__NO2____20190803.nc,3/08/2019,11.60443144
258,springwood,springwood/S2A_MSIL2A_20230410T235231_N0509_R130_T56JNQ_20230411T023352.npy,springwood/S5P_OFFL_L2__NO2____20230410.nc,10/04/2023,9.736267367
259,springwood,springwood/S2B_MSIL2A_20191216T000239_N0500_R030_T56JNQ_20230531T145805.npy,springwood/S5P_RPRO_L2__NO2____20191216.nc,16/12/2019,7.684014369
260,springwood,springwood/S2A_MSIL2A_20220912T235241_N0400_R130_T56JNQ_20220913T025555.npy,springwood/S5P_OFFL_L2__NO2____20220912.nc,12/09/2022,16.15211253
261,springwood,springwood/S2A_MSIL2A_20230504T000221_N0509_R030_T56JNQ_20230504T041857.npy,springwood/S5P_OFFL_L2__NO2____20230504.nc,4/05/2023,15.8725712
262,springwood,springwood/S2B_MSIL2A_20210125T235249_N0500_R130_T56JNQ_20230522T130036.npy,springwood/S5P_OFFL_L2__NO2____20210125.nc,25/01/2021,2.979515392
263,springwood,springwood/S2A_MSIL2A_20230414T000221_N0509_R030_T56JNQ_20230414T024802.npy,springwood/S5P_OFFL_L2__NO2____20230414.nc,14/04/2023,8.099920306
264,springwood,springwood/S2B_MSIL2A_20200301T235239_N0500_R130_T56JNQ_20230411T215820.npy,springwood/S5P_RPRO_L2__NO2____20200301.nc,1/03/2020,11.91806345
265,springwood,springwood/S2B_MSIL2A_20230119T000219_N0509_R030_T56JNQ_20230119T013727.npy,springwood/S5P_OFFL_L2__NO2____20230119.nc,19/01/2023,3.293149284
266,springwood,springwood/S2B_MSIL2A_20191122T235239_N0500_R130_T56JNQ_20230610T095635.npy,springwood/S5P_OFFL_L2__NO2____20191122.nc,22/11/2019,5.802214778
267,springwood,springwood/S2B_MSIL2A_20191112T235249_N0500_R130_T56JNQ_20230611T072511.npy,springwood/S5P_OFFL_L2__NO2____20191112.nc,12/11/2019,6.35107362
268,springwood,springwood/S2B_MSIL2A_20191027T000239_N0500_R030_T56JNQ_20230704T192248.npy,springwood/S5P_RPRO_L2__NO2____20191027.nc,27/10/2019,5.331764881
269,springwood,springwood/S2B_MSIL2A_20200420T235239_N0500_R130_T56JNQ_20230417T152207.npy,springwood/S5P_RPRO_L2__NO2____20200420.nc,20/04/2020,17.32823727
270,springwood,springwood/S2B_MSIL2A_20220818T235229_N0400_R130_T56JNQ_20220822T133125.npy,springwood/S5P_OFFL_L2__NO2____20220818.nc,18/08/2022,20.93502045
271,springwood,springwood/S2B_MSIL2A_20210628T000239_N0500_R030_T56JNQ_20230202T161221.npy,springwood/S5P_OFFL_L2__NO2____20210628.nc,28/06/2021,15.76007157
272,springwood,springwood/S2A_MSIL2A_20190610T235251_N0500_R130_T56JNQ_20230605T123649.npy,springwood/S5P_RPRO_L2__NO2____20190610.nc,10/06/2019,25.56111111
273,springwood,springwood/S2B_MSIL2A_20210525T235249_N0500_R130_T56JNQ_20230205T234802.npy,springwood/S5P_RPRO_L2__NO2____20210525.nc,25/05/2021,15.95438808
274,springwood,springwood/S2A_MSIL2A_20220823T235241_N0400_R130_T56JNQ_20220824T022604.npy,springwood/S5P_OFFL_L2__NO2____20220823.nc,23/08/2022,10.19308175
275,springwood,springwood/S2B_MSIL2A_20220209T235239_N0400_R130_T56JNQ_20220210T013105.npy,springwood/S5P_RPRO_L2__NO2____20220209.nc,9/02/2022,7.527198364
276,springwood,springwood/S2A_MSIL2A_20231206T235221_N0509_R130_T56JNQ_20231207T022051.npy,springwood/S5P_OFFL_L2__NO2____20231206.nc,6/12/2023,7.118112069
277,springwood,springwood/S2B_MSIL2A_20220609T235239_N0400_R130_T56JNQ_20220610T012436.npy,springwood/S5P_RPRO_L2__NO2____20220609.nc,9/06/2022,14.8089442
278,springwood,springwood/S2A_MSIL2A_20220807T000231_N0400_R030_T56JNQ_20220807T032358.npy,springwood/S5P_OFFL_L2__NO2____20220807.nc,7/08/2022,15.13280567
279,springwood,springwood/S2B_MSIL2A_20230519T000229_N0509_R030_T56JNQ_20230519T014858.npy,springwood/S5P_OFFL_L2__NO2____20230519.nc,19/05/2023,16.11802185
280,springwood,springwood/S2B_MSIL2A_20210718T000239_N0500_R030_T56JNQ_20230123T064218.npy,springwood/S5P_RPRO_L2__NO2____20210718.nc,18/07/2021,13.56463809
281,springwood,springwood/S2A_MSIL2A_20200525T235251_N0500_R130_T56JNQ_20230415T094900.npy,springwood/S5P_OFFL_L2__NO2____20200525.nc,25/05/2020,21.40547035
282,springwood,springwood/S2B_MSIL2A_20200729T235249_N0500_R130_T56JNQ_20230326T055131.npy,springwood/S5P_OFFL_L2__NO2____20200729.nc,29/07/2020,20.54297887
283,springwood,springwood/S2A_MSIL2A_20191221T000231_N0500_R030_T56JNQ_20230607T123434.npy,springwood/S5P_OFFL_L2__NO2____20191221.nc,21/12/2019,5.488582768
284,springwood,springwood/S2A_MSIL2A_20221125T000221_N0400_R030_T56JNQ_20221125T024503.npy,springwood/S5P_OFFL_L2__NO2____20221125.nc,25/11/2022,12.68169208
